SubRegion	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM
COL1A2	2	1	1	2	1	0	2	0	1	6	3	3	4	2	0	2	9	7	7	2	7	11	4	4	2	4	7	5	4	1	12	5	4	3	1	3	3	7	15	12	9	15	12	20	17	10	4	15	4	2	3	0	4	5	5	8	1	8	8	0	5	0	4	4	3	10	5	8	10	2	3	6	1	1	5	9	10	5	4	5	6	8	11	13	12	9	8	26	12	20	2
COL4A3	2	0	0	1	3	3	1	3	2	8	2	2	3	3	5	3	13	4	3	3	5	7	3	5	3	2	0	4	3	5	7	10	8	4	3	2	6	13	14	12	8	17	19	26	9	16	8	24	2	0	4	0	0	6	3	4	1	5	2	2	8	6	0	9	7	7	12	16	9	8	6	1	3	5	8	7	16	9	11	6	4	5	17	14	16	10	6	17	28	30	4
CP	2	4	3	1	4	2	3	4	3	5	2	3	4	1	2	2	6	7	8	4	10	7	2	13	2	3	2	1	2	7	9	6	7	1	4	5	3	12	14	17	5	27	14	21	15	12	8	23	6	4	2	4	0	7	11	6	0	10	6	7	10	4	5	6	6	7	4	15	10	6	2	2	5	3	9	10	12	10	8	2	7	11	6	12	13	10	8	32	17	27	2
CST3	2	1	2	5	5	1	5	3	6	9	4	2	3	3	4	3	12	10	15	9	9	31	5	15	8	5	4	4	8	10	13	8	15	9	8	5	5	31	28	21	25	63	46	74	62	51	32	26	4	5	2	2	5	5	11	13	2	2	7	5	11	2	12	9	13	49	39	24	22	7	7	4	5	10	14	15	13	10	13	8	8	12	33	26	27	27	24	75	48	47	4
CSTB	2	3	1	1	4	3	1	0	5	4	3	1	1	0	4	0	9	6	13	6	9	6	4	6	2	9	4	2	10	10	4	11	6	2	3	7	1	13	12	10	10	27	22	27	23	15	11	19	4	2	5	2	6	9	10	1	3	6	5	4	4	2	0	3	7	13	10	6	14	4	4	5	5	3	9	5	12	12	4	1	6	12	11	16	13	18	15	21	20	34	4
CYP2D6	3	0	0	2	2	3	0	1	2	3	0	3	2	1	0	3	5	2	5	5	7	10	2	6	0	6	1	2	8	2	11	3	7	1	2	4	3	10	7	9	9	14	13	26	19	14	5	9	2	4	2	0	1	5	3	4	1	6	3	4	10	1	1	4	4	5	10	5	4	1	2	0	1	3	10	5	3	9	5	5	7	2	5	10	15	9	10	27	18	20	3
DLD	0	2	0	2	0	4	5	2	3	4	3	1	1	2	4	0	4	1	7	5	11	2	2	3	1	3	3	1	3	7	6	8	5	5	3	1	1	11	14	8	11	14	10	15	18	13	4	5	2	1	3	2	1	4	4	3	1	5	2	2	2	1	5	7	5	8	7	3	7	3	0	4	2	6	8	8	4	5	2	3	3	4	4	17	10	8	10	16	14	11	3
EPHX1	2	1	2	2	2	3	0	1	0	5	1	1	6	2	0	3	3	5	8	7	3	9	3	12	5	4	1	5	2	8	9	6	4	2	2	3	3	16	7	14	13	19	14	21	7	15	3	12	2	2	1	0	1	4	12	4	1	8	5	3	5	1	6	2	9	11	7	11	7	6	1	6	5	1	7	5	8	10	5	2	7	10	18	13	12	11	14	20	12	16	0
F9	2	2	0	2	6	0	1	0	4	3	0	2	0	1	2	3	4	2	2	5	7	6	2	5	1	1	1	7	2	2	5	4	6	0	2	3	1	10	9	4	10	10	12	11	12	7	12	14	3	2	2	1	0	4	1	4	2	3	4	3	5	2	2	1	3	2	5	2	6	2	1	2	3	2	2	4	6	4	6	1	4	3	9	6	11	6	8	14	12	15	3
FANCA	1	0	2	4	2	1	0	2	2	2	1	0	3	1	1	2	1	4	6	0	5	5	3	5	5	1	2	2	3	4	9	3	3	3	2	3	4	10	13	3	8	10	8	22	15	5	6	16	2	3	3	0	1	2	4	2	1	4	3	6	3	3	1	6	2	9	6	6	9	0	3	5	1	2	5	9	4	8	4	3	3	4	6	11	10	3	4	20	11	14	1
FUT6	1	1	1	0	1	2	3	2	0	5	1	2	2	0	4	2	8	7	8	4	8	11	4	5	1	6	6	1	5	5	2	6	5	4	4	2	3	9	15	10	16	20	23	12	8	15	9	8	4	0	2	0	0	4	6	4	2	3	3	3	7	1	6	1	1	4	8	5	9	4	1	5	4	2	3	8	10	7	4	4	4	6	9	8	13	8	6	25	16	23	2
G6PC	2	1	0	0	1	1	0	3	4	6	1	2	9	0	0	2	5	4	4	6	5	6	5	2	1	1	0	2	4	3	2	8	3	3	3	2	3	3	15	7	10	13	19	17	13	7	9	15	3	1	3	2	2	3	3	2	3	4	1	3	3	1	2	7	3	7	5	4	6	2	2	0	1	0	9	5	7	5	2	2	4	7	5	12	9	5	4	34	14	8	1
GJA1	1	1	0	0	0	4	1	0	3	6	3	0	3	4	3	1	9	6	11	7	9	10	6	5	1	3	1	3	2	3	11	7	2	2	4	5	1	13	15	18	20	10	12	17	9	11	8	9	0	0	3	0	1	1	3	5	1	2	1	5	10	4	2	5	4	3	7	3	10	0	4	4	1	3	11	5	6	8	2	6	4	4	11	22	24	18	21	35	18	13	0
GK	1	1	3	0	1	0	2	2	3	5	5	2	3	2	3	1	5	5	4	3	8	11	1	11	3	6	1	3	0	7	5	11	7	2	3	5	3	10	14	7	6	19	20	18	19	12	11	16	1	1	1	3	1	5	4	1	2	4	6	3	5	4	7	5	7	13	11	3	6	2	3	3	3	3	8	8	6	10	4	4	4	5	9	8	13	10	8	15	19	26	1
GPI	1	0	0	0	2	2	1	1	0	5	0	0	2	2	1	1	8	3	7	6	5	5	2	3	1	2	1	3	3	3	5	6	4	4	4	4	1	18	6	11	18	11	16	25	20	10	7	16	6	1	1	1	0	3	3	4	1	4	4	3	4	4	6	2	7	9	4	14	10	3	4	3	3	3	5	9	9	3	3	4	3	4	20	18	11	11	14	19	12	17	2
GSN	2	1	5	6	3	2	1	1	0	4	0	3	2	1	2	2	1	4	5	6	8	7	5	14	3	4	4	3	9	3	6	1	6	2	4	3	1	13	11	12	5	22	12	15	26	26	9	14	7	4	3	2	2	3	13	5	1	4	3	1	7	3	6	2	6	15	6	15	9	6	4	4	6	5	3	5	17	8	4	6	5	9	6	15	8	11	14	28	15	27	3
HMGCL	2	1	5	3	0	1	0	3	2	3	1	4	2	2	2	2	9	2	3	4	5	4	2	2	1	2	3	2	2	0	3	7	10	1	1	3	1	3	14	18	7	16	18	16	16	24	3	7	1	2	0	0	1	4	3	2	1	6	4	5	6	1	1	10	3	8	5	9	10	2	0	2	1	3	5	3	7	5	7	1	5	6	7	8	6	2	5	16	14	25	1
SHH	2	0	0	3	2	3	2	3	2	5	3	2	3	2	4	4	6	2	4	6	16	10	3	6	4	7	0	5	2	6	5	10	5	1	5	2	1	11	7	8	21	13	14	21	6	4	9	20	3	1	2	6	0	1	3	4	1	8	4	3	5	6	1	3	5	14	3	7	7	4	3	3	3	3	7	7	11	11	3	2	7	10	6	13	8	4	5	29	17	19	1
HSD3B2	3	2	0	2	1	1	2	2	0	5	1	2	4	2	2	1	9	5	5	4	9	6	6	5	2	3	1	4	0	3	7	6	6	5	3	1	2	5	19	5	10	20	14	24	17	10	9	11	0	2	5	2	3	3	6	6	0	5	8	6	3	5	6	2	4	7	6	3	6	3	1	0	3	2	10	4	3	7	6	2	6	5	7	3	2	7	8	20	23	12	0
IDS	2	3	1	1	2	3	2	0	5	6	1	5	2	1	0	1	28	14	28	13	9	6	10	8	2	3	2	6	6	2	10	7	6	5	1	3	3	32	32	35	29	19	19	28	33	11	30	21	3	1	0	6	4	3	3	4	0	5	6	2	4	4	18	12	17	10	11	8	17	2	5	3	1	1	6	6	4	6	5	2	3	5	29	32	30	18	24	27	22	31	4
PDX1	0	0	1	2	1	0	2	2	5	0	1	2	1	2	1	2	5	4	5	7	3	6	8	3	3	1	4	5	2	5	5	4	8	5	1	6	4	2	9	6	8	18	19	13	11	12	7	11	3	0	1	1	1	9	2	2	2	4	2	3	4	3	2	6	3	5	7	6	6	2	4	1	3	2	3	4	4	6	7	0	5	6	6	8	10	5	1	13	14	17	4
ITGB2	2	1	1	3	4	0	2	2	5	2	2	4	3	0	2	2	6	1	7	5	14	11	3	6	5	5	5	3	4	4	14	6	5	1	1	4	0	10	9	11	6	27	26	19	28	20	8	16	2	3	2	6	0	4	5	5	2	4	4	0	6	1	2	2	4	8	8	8	6	5	8	1	2	0	3	6	7	4	5	1	5	3	10	6	4	10	3	24	14	22	3
KRT18	2	1	2	1	0	0	4	0	7	3	3	4	5	4	2	3	8	2	13	5	4	6	6	2	3	3	2	0	4	2	8	8	6	3	2	4	3	12	8	15	10	18	12	17	17	13	8	17	4	1	1	3	3	6	5	8	2	3	5	4	8	1	3	3	3	2	6	5	7	5	2	3	4	3	8	8	12	6	4	4	4	9	13	7	8	7	5	21	13	23	0
LYZ	2	2	3	2	4	4	0	2	3	5	2	4	3	1	1	3	8	4	8	6	8	5	5	7	4	5	3	3	4	4	10	12	3	2	5	4	2	20	19	8	9	40	28	32	29	24	12	20	0	2	3	4	3	1	7	5	3	3	3	0	4	3	3	4	3	22	6	11	13	4	4	6	3	3	11	5	5	9	4	2	3	4	14	7	11	11	10	21	29	25	3
MYO5A	1	0	2	1	0	1	1	4	3	5	1	1	3	2	1	0	7	3	20	4	5	11	6	10	7	3	2	4	3	4	2	6	6	3	4	3	1	15	10	10	11	19	14	15	12	13	7	13	2	1	2	3	1	2	7	6	3	8	2	3	8	2	3	5	4	12	7	4	6	4	4	2	2	2	3	5	4	10	6	4	3	10	8	12	10	6	7	27	16	17	4
NF1	2	3	6	0	2	0	2	2	0	2	5	3	3	1	3	5	9	6	7	4	13	4	2	7	2	4	1	2	4	4	7	10	6	4	2	4	3	16	7	9	18	21	19	23	17	24	9	14	4	0	1	2	2	5	3	6	3	8	2	2	8	2	5	2	3	9	7	6	9	6	5	4	1	2	7	6	7	10	9	7	4	11	8	8	10	11	7	18	26	24	2
OAT	3	2	3	6	3	1	6	2	4	7	0	5	3	4	6	1	5	3	10	3	9	11	6	8	4	7	1	2	8	2	5	8	5	4	2	5	5	16	25	15	23	23	11	30	21	17	12	22	4	3	8	2	1	6	6	7	1	8	7	4	10	2	3	4	6	5	5	15	9	5	4	7	7	4	8	6	9	10	9	10	4	13	11	13	12	6	9	26	22	28	1
PGK1	4	3	1	0	3	1	3	1	1	3	0	3	5	4	1	3	12	7	15	6	9	5	4	10	1	4	4	6	6	6	5	10	6	3	1	3	1	18	10	17	15	31	20	30	18	22	10	25	5	2	1	3	2	3	5	1	2	5	3	1	6	7	8	7	3	11	9	6	12	2	3	1	4	5	6	3	10	4	4	2	8	8	9	13	20	14	13	25	26	30	3
PKP1	1	1	2	0	2	2	1	3	3	2	3	2	3	1	3	2	5	4	2	5	9	13	3	8	3	0	0	2	1	3	5	6	5	0	5	2	6	9	6	13	6	15	14	22	13	6	6	12	3	3	2	1	1	2	8	3	0	5	4	1	6	2	2	2	4	5	4	3	5	9	4	2	3	1	5	6	8	9	10	3	10	7	11	12	10	6	10	25	18	15	1
PLOD1	4	5	8	3	4	3	5	4	4	8	7	1	7	4	3	6	19	8	13	2	21	18	10	10	7	7	1	8	12	3	9	14	12	12	4	8	1	16	29	17	20	42	26	51	34	27	27	42	8	1	3	2	2	5	7	6	3	6	8	6	27	7	6	11	4	13	11	15	15	13	8	13	6	9	13	11	11	21	14	7	14	24	24	13	25	21	13	39	40	49	11
PMP22	3	1	2	3	6	2	3	6	2	6	1	1	2	0	1	2	7	6	4	2	10	6	2	3	4	11	8	3	5	7	8	4	5	2	1	4	4	7	9	9	12	24	13	19	18	18	9	15	3	4	3	3	2	4	6	4	1	1	4	1	3	2	2	6	8	9	7	8	8	6	6	8	1	6	4	12	5	6	3	9	14	6	7	8	10	7	6	25	22	27	3
PRNP	2	0	1	2	6	2	4	3	4	9	2	3	2	2	2	0	32	14	25	16	7	12	6	9	5	3	3	14	11	2	10	18	5	5	1	4	5	35	39	33	37	32	18	34	32	24	12	31	5	3	4	0	5	4	3	2	2	6	4	2	6	10	18	12	11	12	7	9	10	10	6	6	7	6	5	8	9	2	9	5	5	3	17	21	26	11	22	31	32	21	4
QDPR	4	4	4	5	5	0	1	0	0	2	2	4	2	2	0	0	3	5	9	3	12	4	3	4	6	5	2	6	7	2	6	8	4	1	0	2	0	9	5	8	8	19	16	19	9	9	5	16	4	1	2	2	3	6	2	1	0	1	2	8	2	3	1	4	2	4	3	5	3	21	3	9	9	6	5	3	5	5	4	3	1	12	7	11	12	6	7	13	19	14	3
PRPH2	1	1	1	1	5	3	2	1	1	4	4	1	5	4	5	1	5	7	3	7	4	7	1	3	5	4	1	0	2	3	6	8	7	3	4	5	2	9	9	12	11	16	12	17	10	13	13	13	2	2	3	1	3	1	4	3	1	5	6	2	6	4	5	6	2	5	5	7	7	4	3	2	2	2	3	4	9	9	7	10	2	6	6	8	7	11	5	20	15	19	1
SLC5A1	5	0	0	7	2	0	1	1	1	5	1	3	2	6	5	3	13	7	4	6	10	6	2	12	4	4	3	3	6	7	9	8	4	2	1	7	1	9	18	7	8	17	16	27	13	12	9	11	4	0	3	0	3	5	2	5	1	0	5	7	11	5	10	4	5	4	5	5	4	2	2	2	1	3	6	3	5	10	4	2	1	4	8	8	13	6	7	30	17	20	1
SNCA	2	2	0	0	5	2	0	0	3	5	0	1	4	3	1	2	16	1	7	9	8	9	4	12	3	4	3	1	2	3	7	8	4	3	4	2	1	14	13	10	13	15	7	14	19	8	15	12	4	4	2	2	2	3	4	2	3	5	5	2	4	6	8	3	7	13	6	9	11	5	6	2	6	4	5	0	6	4	7	1	1	4	16	15	12	9	8	22	19	21	2
TPI1	1	1	0	2	2	6	0	0	1	5	3	2	5	3	5	1	20	16	19	19	7	9	5	10	0	2	1	5	6	9	8	11	8	3	2	2	7	23	32	27	28	30	15	29	19	17	12	18	3	1	4	3	2	5	7	6	2	9	4	4	6	1	13	7	11	6	12	10	14	4	2	4	3	3	8	6	10	8	5	7	4	7	28	23	27	20	17	33	27	26	2
TSC1	0	2	2	1	0	3	2	3	2	4	4	2	2	1	1	2	4	2	8	3	9	9	2	5	4	5	3	1	5	1	12	5	6	2	5	3	3	8	10	15	15	21	17	15	19	17	7	21	5	2	2	2	1	0	2	6	3	2	2	8	7	3	5	4	4	10	8	6	11	2	5	7	5	2	8	7	8	3	4	6	3	5	13	9	12	9	8	18	19	24	1
WAS	1	1	3	3	1	3	6	6	1	3	2	0	1	1	2	3	6	4	12	3	9	9	4	7	6	3	2	4	8	3	6	7	7	5	1	2	5	9	10	11	11	22	17	23	19	12	12	20	3	2	7	2	2	7	1	9	2	4	5	3	4	2	2	5	4	10	10	6	13	5	1	1	5	5	6	6	4	8	6	5	6	5	6	6	16	8	5	12	24	31	4
AIRE	3	1	1	1	4	3	4	3	5	6	3	4	8	5	1	3	8	5	4	9	10	10	5	2	6	6	2	6	4	4	10	9	7	1	6	3	3	11	15	9	16	25	22	22	15	13	7	20	1	1	5	0	4	7	2	6	4	8	5	7	11	4	2	9	8	9	6	7	10	4	4	7	6	2	9	5	21	3	9	3	2	14	7	6	12	6	8	19	23	17	0
TPP1	3	3	0	1	6	2	4	0	0	5	1	0	1	2	2	3	9	5	10	3	9	9	4	5	7	3	2	5	7	5	10	6	4	0	3	2	3	12	14	12	9	28	20	25	21	23	11	17	6	5	3	5	2	3	7	4	1	2	5	3	4	2	2	2	7	15	5	13	7	4	3	3	5	4	5	5	4	6	4	2	5	6	9	17	17	6	14	22	20	30	6
